report,category,terminal,gate,metric,time_slot,sample_n,mmss,seconds
2차,신분확인,T2,1번출국장,평균,09시~10시,1303,0:01:48,108
2차,신분확인,T2,1번출국장,평균,10시~11시,1092,0:02:16,136
2차,신분확인,T2,1번출국장,평균,13시~14시,1302,0:02:40,160
2차,신분확인,T2,1번출국장,평균,14시~15시,1196,0:06:56,416
2차,신분확인,T2,1번출국장,평균,15시~16시,1204,0:07:09,429
2차,신분확인,T2,1번출국장,평균,16시~17시,1204,0:03:54,234
2차,신분확인,T2,1번출국장,평균,17시~18시,1058,0:03:39,219
2차,신분확인,T2,2번출국장,평균,전체,12256,0:03:56,236
2차,신분확인,T2,2번출국장,평균,06시~07시,1231,0:08:04,484
2차,신분확인,T2,2번출국장,평균,07시~08시,1352,0:04:49,289
2차,신분확인,T2,2번출국장,평균,08시~09시,1314,0:01:03,63
2차,신분확인,T2,2번출국장,평균,09시~10시,1303,0:02:39,159
2차,신분확인,T2,2번출국장,평균,10시~11시,1092,0:03:56,236
2차,신분확인,T2,2번출국장,평균,13시~14시,1302,0:03:36,216
2차,신분확인,T2,2번출국장,평균,14시~15시,1196,0:05:40,340
2차,신분확인,T2,2번출국장,평균,15시~16시,1204,0:01:33,93
2차,신분확인,T2,2번출국장,평균,16시~17시,1204,0:02:41,161
2차,신분확인,T2,2번출국장,평균,17시~18시,1058,0:04:59,299
2차,보안검색,T1,2번출국장,P95,전체,2343,0:06:14,374
2차,보안검색,T1,2번출국장,P95,06시~07시,241,0:05:52,352
2차,보안검색,T1,2번출국장,P95,07시~08시,244,0:05:58,358
2차,보안검색,T1,2번출국장,P95,08시~09시,225,0:05:51,351
2차,보안검색,T1,2번출국장,P95,09시~10시,244,0:06:08,368
2차,보안검색,T1,2번출국장,P95,10시~11시,205,0:06:14,374
2차,보안검색,T1,2번출국장,P95,13시~14시,261,0:07:23,443
2차,보안검색,T1,2번출국장,P95,14시~15시,245,0:07:24,444
2차,보안검색,T1,2번출국장,P95,15시~16시,233,0:04:03,243
2차,보안검색,T1,2번출국장,P95,16시~17시,235,0:03:22,202
2차,보안검색,T1,2번출국장,P95,17시~18시,210,0:03:14,194
2차,보안검색,T1,3번출국장,P95,전체,2343,0:11:09,669
2차,보안검색,T1,3번출국장,P95,06시~07시,241,0:06:20,380
2차,보안검색,T1,3번출국장,P95,07시~08시,244,0:10:36,636
2차,보안검색,T1,3번출국장,P95,08시~09시,225,0:08:15,495
2차,보안검색,T1,3번출국장,P95,09시~10시,244,0:11:12,672
2차,보안검색,T1,3번출국장,P95,10시~11시,205,0:12:59,779
2차,보안검색,T1,3번출국장,P95,13시~14시,261,0:15:17,917
2차,보안검색,T1,3번출국장,P95,14시~15시,245,0:08:27,507
2차,보안검색,T1,3번출국장,P95,15시~16시,233,0:04:55,295
2차,보안검색,T1,3번출국장,P95,16시~17시,235,0:09:57,597
2차,보안검색,T1,3번출국장,P95,17시~18시,210,0:07:36,456
2차,보안검색,T1,4번출국장,P95,전체,2343,0:08:27,507
2차,보안검색,T1,4번출국장,P95,06시~07시,241,0:05:07,307
2차,보안검색,T1,4번출국장,P95,07시~08시,244,0:04:14,254
2차,보안검색,T1,4번출국장,P95,08시~09시,225,0:05:12,312
2차,보안검색,T1,4번출국장,P95,09시~10시,244,0:12:03,723
2차,보안검색,T1,4번출국장,P95,10시~11시,205,0:09:09,549
2차,보안검색,T1,4번출국장,P95,13시~14시,261,0:07:51,471
2차,보안검색,T1,4번출국장,P95,14시~15시,245,0:08:25,505
2차,보안검색,T1,4번출국장,P95,15시~16시,233,0:09:28,568
2차,보안검색,T1,4번출국장,P95,16시~17시,235,0:06:39,399
2차,보안검색,T1,4번출국장,P95,17시~18시,210,0:05:14,314
2차,보안검색,T1,5번출국장,P95,전체,2343,0:09:40,580
2차,보안검색,T1,5번출국장,P95,06시~07시,241,0:07:07,427
2차,보안검색,T1,5번출국장,P95,07시~08시,244,0:03:43,223
2차,보안검색,T1,5번출국장,P95,08시~09시,225,0:07:18,438
2차,보안검색,T1,5번출국장,P95,09시~10시,244,0:11:09,669
2차,보안검색,T1,5번출국장,P95,10시~11시,205,0:11:10,670
2차,보안검색,T1,5번출국장,P95,13시~14시,261,0:15:27,927
2차,보안검색,T1,5번출국장,P95,14시~15시,245,0:09:44,584
2차,보안검색,T1,5번출국장,P95,15시~16시,233,0:09:19,559
2차,보안검색,T1,5번출국장,P95,16시~17시,235,0:02:57,177
2차,보안검색,T1,5번출국장,P95,17시~18시,210,0:04:21,261
2차,보안검색,T2,1번출국장,P95,전체,2343,0:15:04,904
2차,보안검색,T2,1번출국장,P95,06시~07시,241,0:20:54,1254
2차,보안검색,T2,1번출국장,P95,07시~08시,244,0:14:41,881
2차,보안검색,T2,1번출국장,P95,08시~09시,225,0:33:12,1992
2차,보안검색,T2,1번출국장,P95,09시~10시,244,0:07:08,428
2차,보안검색,T2,1번출국장,P95,10시~11시,205,0:04:45,285
2차,보안검색,T2,1번출국장,P95,13시~14시,261,0:12:28,748
2차,보안검색,T2,1번출국장,P95,14시~15시,245,0:18:42,1122
2차,보안검색,T2,1번출국장,P95,15시~16시,233,0:16:30,990
2차,보안검색,T2,1번출국장,P95,16시~17시,235,0:10:39,639
2차,보안검색,T2,1번출국장,P95,17시~18시,210,0:10:28,628
2차,보안검색,T2,2번출국장,P95,전체,2343,0:07:23,443
2차,보안검색,T2,2번출국장,P95,06시~07시,241,0:08:56,536
2차,보안검색,T2,2번출국장,P95,07시~08시,244,0:08:28,508
2차,보안검색,T2,2번출국장,P95,08시~09시,225,0:04:41,281
2차,보안검색,T2,2번출국장,P95,09시~10시,244,0:06:58,418
2차,보안검색,T2,2번출국장,P95,10시~11시,205,0:06:30,390
2차,보안검색,T2,2번출국장,P95,13시~14시,261,0:06:41,401
2차,보안검색,T2,2번출국장,P95,14시~15시,245,0:09:14,554
2차,보안검색,T2,2번출국장,P95,15시~16시,233,0:05:34,334
2차,보안검색,T2,2번출국장,P95,16시~17시,235,0:06:58,418
2차,보안검색,T2,2번출국장,P95,17시~18시,210,0:09:22,562
2차,보안검색,T1,2번출국장,평균,전체,2343,0:02:58,178
2차,보안검색,T1,2번출국장,평균,06시~07시,241,0:02:53,173
2차,보안검색,T1,2번출국장,평균,07시~08시,244,0:02:55,175
2차,보안검색,T1,2번출국장,평균,08시~09시,225,0:03:11,191
2차,보안검색,T1,2번출국장,평균,09시~10시,244,0:03:18,198
2차,보안검색,T1,2번출국장,평균,10시~11시,205,0:02:44,164
2차,보안검색,T1,2번출국장,평균,13시~14시,261,0:04:22,262
2차,보안검색,T1,2번출국장,평균,14시~15시,245,0:02:53,173
2차,보안검색,T1,2번출국장,평균,15시~16시,233,0:02:34,154
2차,보안검색,T1,2번출국장,평균,16시~17시,235,0:02:21,141
2차,보안검색,T1,2번출국장,평균,17시~18시,210,0:02:09,129
2차,보안검색,T1,3번출국장,평균,전체,2343,0:04:26,266
2차,보안검색,T1,3번출국장,평균,06시~07시,241,0:03:14,194
2차,보안검색,T1,3번출국장,평균,07시~08시,244,0:05:01,301
2차,보안검색,T1,3번출국장,평균,08시~09시,225,0:04:30,270
2차,보안검색,T1,3번출국장,평균,09시~10시,244,0:05:35,335
2차,보안검색,T1,3번출국장,평균,10시~11시,205,0:06:39,399
2차,보안검색,T1,3번출국장,평균,13시~14시,261,0:06:05,365
2차,보안검색,T1,3번출국장,평균,14시~15시,245,0:04:02,242
2차,보안검색,T1,3번출국장,평균,15시~16시,233,0:02:37,157
2차,보안검색,T1,3번출국장,평균,16시~17시,235,0:04:22,262
2차,보안검색,T1,3번출국장,평균,17시~18시,210,0:03:18,198
2차,보안검색,T1,4번출국장,평균,전체,2343,0:03:36,216
2차,보안검색,T1,4번출국장,평균,06시~07시,241,0:02:46,166
2차,보안검색,T1,4번출국장,평균,07시~08시,244,0:02:27,147
2차,보안검색,T1,4번출국장,평균,08시~09시,225,0:03:04,184
2차,보안검색,T1,4번출국장,평균,09시~10시,244,0:04:33,273
2차,보안검색,T1,4번출국장,평균,10시~11시,205,0:04:42,282
2차,보안검색,T1,4번출국장,평균,13시~14시,261,0:03:38,218
2차,보안검색,T1,4번출국장,평균,14시~15시,245,0:04:26,266
2차,보안검색,T1,4번출국장,평균,15시~16시,233,0:03:52,232
2차,보안검색,T1,4번출국장,평균,16시~17시,235,0:03:41,221
2차,보안검색,T1,4번출국장,평균,17시~18시,210,0:02:54,174
2차,보안검색,T1,5번출국장,평균,전체,2343,0:03:42,222
2차,보안검색,T1,5번출국장,평균,06시~07시,241,0:03:16,196
2차,보안검색,T1,5번출국장,평균,07시~08시,244,0:02:25,145
2차,보안검색,T1,5번출국장,평균,08시~09시,225,0:04:09,249
2차,보안검색,T1,5번출국장,평균,09시~10시,244,0:05:14,314
2차,보안검색,T1,5번출국장,평균,10시~11시,205,0:04:57,297
2차,보안검색,T1,5번출국장,평균,13시~14시,261,0:05:24,324
2차,보안검색,T1,5번출국장,평균,14시~15시,245,0:04:02,242
2차,보안검색,T1,5번출국장,평균,15시~16시,233,0:03:26,206
2차,보안검색,T1,5번출국장,평균,16시~17시,235,0:01:55,115
2차,보안검색,T1,5번출국장,평균,17시~18시,210,0:02:16,136
2차,보안검색,T2,1번출국장,평균,전체,2343,0:05:21,321
2차,보안검색,T2,1번출국장,평균,06시~07시,241,0:06:53,413
2차,보안검색,T2,1번출국장,평균,07시~08시,244,0:06:34,394
2차,보안검색,T2,1번출국장,평균,08시~09시,225,0:07:55,475
2차,보안검색,T2,1번출국장,평균,09시~10시,244,0:03:38,218
2차,보안검색,T2,1번출국장,평균,10시~11시,205,0:03:02,182
2차,보안검색,T2,1번출국장,평균,13시~14시,261,0:04:41,281
2차,보안검색,T2,1번출국장,평균,14시~15시,245,0:05:32,332
2차,보안검색,T2,1번출국장,평균,15시~16시,233,0:06:18,378
2차,보안검색,T2,1번출국장,평균,16시~17시,235,0:04:13,253
2차,보안검색,T2,1번출국장,평균,17시~18시,210,0:05:28,328
2차,보안검색,T2,2번출국장,평균,전체,2343,0:03:40,220
2차,보안검색,T2,2번출국장,평균,06시~07시,241,0:04:12,252
2차,보안검색,T2,2번출국장,평균,07시~08시,244,0:04:16,256
2차,보안검색,T2,2번출국장,평균,08시~09시,225,0:02:49,169
2차,보안검색,T2,2번출국장,평균,09시~10시,244,0:03:25,205
2차,보안검색,T2,2번출국장,평균,10시~11시,205,0:03:48,228
2차,보안검색,T2,2번출국장,평균,13시~14시,261,0:03:28,208
2차,보안검색,T2,2번출국장,평균,14시~15시,245,0:04:18,258
2차,보안검색,T2,2번출국장,평균,15시~16시,233,0:03:00,180
2차,보안검색,T2,2번출국장,평균,16시~17시,235,0:03:19,199
2차,보안검색,T2,2번출국장,평균,17시~18시,210,0:04:05,245
