snsr_bdi_dt,tmnl_cd,snsr_dat_dstgs_id,snsr_dat_dstgs_nm,ilnd_que_len,que_brkaw_psg_wtng_psec_times,que_jing_psg_wtng_psec_times,dat_ldup_pgrm_id,dat_ldup_ymd
20250731000200,P01,3,Entrance West Departure Gates ,30.0,284.0,164.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,5,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,6,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000100,P01,6,Security Check of Departure Ga,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000100,P01,3,Security Check of Departure Ga,123.0,437.0,415.0,PG_DSD_DTP_E_0004,20250801
20250731000100,P01,2,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000100,P02,1,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000100,P02,2,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000100,P01,3,Entrance West Departure Gates ,28.0,254.0,138.0,PG_DSD_DTP_E_0004,20250801
20250731000100,P01,1,Security Check of Departure Ga,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000100,P01,6,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000100,P01,4,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000100,P01,5,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000100,P02,1,Security Check of Departure Ga,0.0,10.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000100,P02,2,Security Check of Departure Ga,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000100,P01,2,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000100,P01,1,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000100,P01,6,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000100,P01,3,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000100,P02,1,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000100,P02,2,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000200,P02,1,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,3,Entrance East Departure Gates ,3.0,33.0,31.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,6,Security Check of Departure Ga,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,4,Entrance East Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,2,Security Check of Departure Ga,1.0,129.0,89.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,5,Entrance East Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,1,Entrance West Departure Gates ,0.0,0.0,7.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,3,Security Check of Departure Ga,126.0,463.0,443.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P02,2,Entrance East Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,5,Security Check of Departure Ga,0.0,0.0,15.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,4,Security Check of Departure Ga,1.0,229.0,89.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,1,Security Check of Departure Ga,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P02,1,Security Check of Departure Ga,0.0,10.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,2,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,6,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,4,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,2,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000200,P02,1,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000200,P02,2,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,1,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,5,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000200,P02,2,Security Check of Departure Ga,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,3,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000200,P01,4,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000200,P02,2,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,1,Entrance East Departure Gates ,0.0,0.0,17.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P02,1,Entrance East Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,5,Entrance East Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,6,Entrance East Departure Gates ,0.0,0.0,10.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,4,Entrance East Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,3,Entrance East Departure Gates ,6.0,33.0,60.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P02,2,Entrance East Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,2,Entrance East Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,5,Security Check of Departure Ga,0.0,0.0,15.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,3,Security Check of Departure Ga,116.0,337.0,396.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P02,2,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,1,Entrance West Departure Gates ,0.0,0.0,7.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,6,Security Check of Departure Ga,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,2,Security Check of Departure Ga,1.0,129.0,89.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P02,1,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,4,Security Check of Departure Ga,1.0,229.0,89.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,4,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,2,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,1,Security Check of Departure Ga,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P02,2,Security Check of Departure Ga,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P02,1,Security Check of Departure Ga,0.0,10.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,5,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,6,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,3,Entrance West Departure Gates ,37.0,284.0,260.0,PG_DSD_DTP_E_0004,20250801
20250731000300,P02,2,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,6,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,2,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000300,P02,1,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,4,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,3,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,1,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000300,P01,5,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,5,Entrance East Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,1,Entrance East Departure Gates ,0.0,0.0,17.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P02,2,Entrance East Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,2,Entrance East Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,4,Entrance East Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,6,Entrance East Departure Gates ,0.0,0.0,10.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,3,Entrance East Departure Gates ,7.0,33.0,69.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P02,1,Entrance East Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,3,Security Check of Departure Ga,100.0,373.0,367.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,5,Security Check of Departure Ga,0.0,0.0,15.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P02,2,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P02,1,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,4,Security Check of Departure Ga,1.0,229.0,89.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,1,Entrance West Departure Gates ,0.0,0.0,7.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,2,Security Check of Departure Ga,1.0,129.0,89.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,6,Security Check of Departure Ga,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,1,Security Check of Departure Ga,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,2,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P02,2,Security Check of Departure Ga,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,4,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,6,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P02,1,Security Check of Departure Ga,1.0,10.0,61.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,3,Entrance West Departure Gates ,46.0,314.0,371.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,5,Entrance West Departure Gates ,0.0,0.0,0.0,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,3,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000400,P02,2,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,5,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,6,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,2,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,4,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000400,P02,1,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
20250731000400,P01,1,total,0.0,null,null,PG_DSD_DTP_E_0004,20250801
